date_S1,S1,date_S2,S2,date_S3,S3,date_S4,S4,date_S5,S5,date_S6,S6,date_S7,S7,date_I1,I1,date_I2,I2,date_I3,I3,date_I4,I4
2005-01-03,56.5,2005-01-03,94.25,2005-01-03,998.744,2005-01-03,482.7,2005-01-03,1.13,2010-06-28,1.133,2005-01-03,50.09,2005-01-03,238.103,2005-01-03,1202.08,2005-01-03,14.08,2017-08-02,207.15
2005-01-04,57.45,2005-01-04,91.5,2005-01-04,1015.997,2005-01-04,478.6,2005-01-04,1.142,2010-06-29,1.593,2005-01-04,49.75,2005-01-04,236.985,2005-01-04,1188.05,2005-01-04,13.98,2017-08-03,209.48
2005-01-05,56.5,2005-01-05,91.25,2005-01-05,1039.0,2005-01-05,484.6,2005-01-05,1.152,2010-06-30,1.589,2005-01-05,49.49,2005-01-05,233.944,2005-01-05,1183.74,2005-01-05,14.09,2017-08-04,204.59
2005-01-06,55.788,2005-01-06,92.25,2005-01-06,1054.336,2005-01-06,489.3,2005-01-06,1.153,2010-07-01,1.464,2005-01-06,50.12,2005-01-06,235.055,2005-01-06,1187.89,2005-01-06,13.58,2017-08-07,234.29
2005-01-07,56.5,2005-01-07,92.5,2005-01-07,1067.755,2005-01-07,486.5,2005-01-07,1.237,2010-07-02,1.28,2005-01-07,49.79,2005-01-07,236.871,2005-01-07,1186.19,2005-01-07,13.49,2017-08-08,250.77
2005-01-10,55.788,2005-01-10,94.25,2005-01-10,1077.34,2005-01-10,483.4,2005-01-10,1.231,2010-07-06,1.074,2005-01-10,49.98,2005-01-10,238.708,2005-01-10,1190.24,2005-01-10,13.23,2017-08-09,242.61
2005-01-11,55.788,2005-01-11,93.5,2005-01-11,1073.506,2005-01-11,482.2,2005-01-11,1.153,2010-07-07,1.053,2005-01-11,49.85,2005-01-11,237.379,2005-01-11,1182.99,2005-01-11,13.19,2017-08-10,242.52
2005-01-12,55.076,2005-01-12,93.0,2005-01-12,1069.672,2005-01-12,480.7,2005-01-12,1.169,2010-07-08,1.164,2005-01-12,50.59,2005-01-12,236.44,2005-01-12,1187.7,2005-01-12,12.56,2017-08-11,251.49
2005-01-13,55.788,2005-01-13,94.0,2005-01-13,1123.347,2005-01-13,476.0,2005-01-13,1.246,2010-07-09,1.16,2005-01-13,50.55,2005-01-13,238.304,2005-01-13,1177.45,2005-01-13,12.84,2017-08-14,258.59
2005-01-14,56.263,2005-01-14,95.5,2005-01-14,1154.019,2005-01-14,475.1,2005-01-14,1.254,2010-07-12,1.137,2005-01-14,51.07,2005-01-14,240.035,2005-01-14,1184.52,2005-01-14,12.43,2017-08-15,247.6
2005-01-17,56.263,2005-01-17,97.0,2005-01-17,1146.351,2005-01-18,481.7,2005-01-18,1.262,2010-07-13,1.209,2005-01-18,51.5,2005-01-17,242.45,2005-01-18,1195.98,2005-01-18,12.47,2017-08-16,259.29
2005-01-18,55.55,2005-01-18,98.0,2005-01-18,1188.525,2005-01-19,480.4,2005-01-19,1.248,2010-07-14,1.323,2005-01-19,51.05,2005-01-18,242.894,2005-01-19,1184.63,2005-01-19,13.18,2017-08-17,264.47
2005-01-19,55.55,2005-01-19,96.5,2005-01-19,1163.604,2005-01-20,477.7,2005-01-20,1.258,2010-07-15,1.326,2005-01-20,50.72,2005-01-19,242.463,2005-01-20,1175.41,2005-01-20,13.83,2017-08-18,267.56
2005-01-20,55.313,2005-01-20,95.0,2005-01-20,1088.842,2005-01-21,479.3,2005-01-21,1.259,2010-07-16,1.376,2005-01-21,50.44,2005-01-20,239.705,2005-01-21,1167.87,2005-01-21,14.36,2017-08-21,283.99
2005-01-21,55.076,2005-01-21,96.0,2005-01-21,1073.506,2005-01-24,483.6,2005-01-24,1.264,2010-07-19,1.461,2005-01-24,51.13,2005-01-21,241.492,2005-01-24,1163.75,2005-01-24,14.65,2017-08-22,300.52
2005-01-24,54.126,2005-01-24,97.0,2005-01-24,1060.087,2005-01-25,485.1,2005-01-25,1.287,2010-07-20,1.353,2005-01-25,51.33,2005-01-24,240.48,2005-01-25,1168.41,2005-01-25,14.06,2017-08-23,307.54
2005-01-25,55.076,2005-01-25,96.75,2005-01-25,1063.921,2005-01-26,484.8,2005-01-26,1.29,2010-07-21,1.348,2005-01-26,51.7,2005-01-25,243.183,2005-01-26,1174.07,2005-01-26,13.44,2017-08-24,298.83
2005-01-26,55.55,2005-01-26,97.0,2005-01-26,1058.17,2005-01-27,485.6,2005-01-27,1.297,2010-07-22,1.4,2005-01-27,51.75,2005-01-26,242.579,2005-01-27,1174.55,2005-01-27,13.24,2017-08-25,303.83
2005-01-27,55.313,2005-01-27,98.0,2005-01-27,1119.513,2005-01-28,483.8,2005-01-28,1.321,2010-07-23,1.419,2005-01-28,51.27,2005-01-27,242.885,2005-01-28,1171.36,2005-01-28,13.24,2017-08-28,313.99
2005-01-28,54.601,2005-01-28,96.75,2005-01-28,1155.936,2005-01-31,490.5,2005-01-31,1.373,2010-07-26,1.397,2005-01-31,51.6,2005-01-28,242.049,2005-01-31,1181.27,2005-01-31,12.82,2017-08-29,322.11
2005-01-31,55.313,2005-01-31,96.5,2005-01-31,1215.362,2005-02-01,494.8,2005-02-01,1.384,2010-07-27,1.37,2005-02-01,53.27,2005-01-31,242.473,2005-02-01,1189.41,2005-02-01,12.03,2017-08-30,329.62
2005-02-01,55.076,2005-02-01,98.75,2005-02-01,1251.785,2005-02-02,496.8,2005-02-02,1.422,2010-07-28,1.381,2005-02-02,53.93,2005-02-01,244.581,2005-02-02,1193.19,2005-02-02,11.66,2017-08-31,345.49
2005-02-02,56.025,2005-02-02,101.5,2005-02-02,1278.622,2005-02-03,491.5,2005-02-03,1.389,2010-07-29,1.357,2005-02-03,54.52,2005-02-02,246.835,2005-02-03,1189.89,2005-02-03,11.79,2017-09-01,353.86
2005-02-03,56.025,2005-02-03,100.5,2005-02-03,1303.356,2005-02-04,497.8,2005-02-04,1.408,2010-07-30,1.329,2005-02-04,55.29,2005-02-03,246.871,2005-02-04,1203.03,2005-02-04,11.21,2017-09-05,303.55
2005-02-04,55.55,2005-02-04,102.0,2005-02-04,1320.563,2005-02-07,497.3,2005-02-07,1.41,2010-08-02,1.395,2005-02-07,55.4,2005-02-04,249.419,2005-02-07,1201.72,2005-02-07,11.73,2017-09-06,322.13
2005-02-07,55.55,2005-02-07,103.0,2005-02-07,1284.0,2005-02-08,494.8,2005-02-08,1.445,2010-08-03,1.463,2005-02-08,55.78,2005-02-07,252.804,2005-02-08,1202.3,2005-02-08,11.6,2017-09-07,321.43
2005-02-08,56.025,2005-02-08,102.75,2005-02-08,1273.246,2005-02-09,491.8,2005-02-09,1.406,2010-08-04,1.417,2005-02-09,55.54,2005-02-08,250.558,2005-02-09,1191.99,2005-02-09,12.0,2017-09-08,295.87
2005-02-09,56.5,2005-02-09,101.75,2005-02-09,1277.547,2005-02-10,489.8,2005-02-10,1.399,2010-08-05,1.363,2005-02-10,56.34,2005-02-09,250.957,2005-02-10,1197.01,2005-02-10,11.51,2017-09-11,289.58
2005-02-10,56.737,2005-02-10,103.75,2005-02-10,1303.356,2005-02-11,494.0,2005-02-11,1.45,2010-08-06,1.306,2005-02-11,56.11,2005-02-10,251.727,2005-02-11,1205.3,2005-02-11,11.43,2017-09-12,286.39
2005-02-11,56.975,2005-02-11,106.5,2005-02-11,1329.166,2005-02-14,492.5,2005-02-14,1.511,2010-08-09,1.307,2005-02-14,56.83,2005-02-11,253.576,2005-02-14,1206.14,2005-02-14,11.52,2017-09-13,268.97
2005-02-14,56.975,2005-02-14,105.75,2005-02-14,1337.769,2005-02-15,494.0,2005-02-15,1.579,2010-08-10,1.269,2005-02-15,56.92,2005-02-14,253.83,2005-02-15,1210.13,2005-02-15,11.27,2017-09-14,224.73
2005-02-15,57.212,2005-02-15,107.0,2005-02-15,1374.331,2005-02-16,491.8,2005-02-16,1.609,2010-08-11,1.193,2005-02-16,58.48,2005-02-15,255.181,2005-02-16,1210.34,2005-02-16,11.1,2017-09-15,249.76
2005-02-16,56.975,2005-02-16,107.25,2005-02-16,1316.261,2005-02-17,488.0,2005-02-17,1.568,2010-08-12,1.173,2005-02-17,58.13,2005-02-16,253.483,2005-02-17,1200.75,2005-02-17,11.77,2017-09-18,271.95
2005-02-17,56.975,2005-02-17,109.0,2005-02-17,1359.276,2005-02-18,485.7,2005-02-18,1.55,2010-08-13,1.221,2005-02-18,59.41,2005-02-17,255.597,2005-02-18,1201.59,2005-02-18,11.18,2017-09-19,264.87
2005-02-18,56.975,2005-02-18,109.25,2005-02-18,1311.96,2005-02-22,479.5,2005-02-22,1.523,2010-08-16,1.252,2005-02-22,58.25,2005-02-18,253.355,2005-02-22,1184.16,2005-02-22,13.14,2017-09-20,264.0
2005-02-21,57.212,2005-02-21,110.0,2005-02-21,1329.166,2005-02-23,483.8,2005-02-23,1.576,2010-08-17,1.277,2005-02-23,59.42,2005-02-21,254.523,2005-02-23,1190.8,2005-02-23,12.39,2017-09-21,241.36
2005-02-22,58.399,2005-02-22,109.75,2005-02-22,1311.96,2005-02-24,483.0,2005-02-24,1.588,2010-08-18,1.251,2005-02-24,61.13,2005-02-22,253.25,2005-02-24,1200.2,2005-02-24,11.57,2017-09-22,242.09
2005-02-23,58.874,2005-02-23,108.0,2005-02-23,1327.015,2005-02-25,482.8,2005-02-25,1.589,2010-08-19,1.253,2005-02-25,63.26,2005-02-23,253.092,2005-02-25,1211.37,2005-02-25,11.49,2017-09-25,265.51
2005-02-24,59.824,2005-02-24,108.25,2005-02-24,1402.291,2005-02-28,477.2,2005-02-28,1.602,2010-08-20,1.273,2005-02-28,63.31,2005-02-24,256.686,2005-02-28,1203.6,2005-02-28,12.08,2017-09-26,264.89
2005-02-25,59.349,2005-02-25,109.25,2005-02-25,1451.758,2005-03-01,478.8,2005-03-01,1.589,2010-08-23,1.342,2005-03-01,62.1,2005-02-25,258.927,2005-03-01,1210.41,2005-03-01,12.04,2017-09-27,284.4
2005-02-28,60.061,2005-02-28,112.75,2005-02-28,1522.733,2005-03-02,481.3,2005-03-02,1.576,2010-08-24,1.28,2005-03-02,62.68,2005-02-28,260.056,2005-03-02,1210.08,2005-03-02,12.5,2017-09-28,280.17
2005-03-01,59.586,2005-03-01,111.5,2005-03-01,1477.568,2005-03-03,479.7,2005-03-03,1.493,2010-08-25,1.327,2005-03-03,63.05,2005-03-01,260.018,2005-03-03,1210.47,2005-03-03,12.93,2017-09-29,274.03
2005-03-02,58.637,2005-03-02,109.5,2005-03-02,1481.869,2005-03-04,484.0,2005-03-04,1.529,2010-08-26,1.317,2005-03-04,63.57,2005-03-02,258.161,2005-03-04,1222.13,2005-03-04,11.94,2017-10-02,279.1
2005-03-03,59.586,2005-03-03,111.0,2005-03-03,1346.372,2005-03-07,484.7,2005-03-07,1.527,2010-08-27,1.313,2005-03-07,63.0,2005-03-03,261.093,2005-03-07,1225.31,2005-03-07,12.26,2017-10-03,274.01
2005-03-04,59.586,2005-03-04,114.25,2005-03-04,1342.07,2005-03-08,484.7,2005-03-08,1.448,2010-08-30,1.325,2005-03-08,63.1,2005-03-04,263.801,2005-03-08,1219.43,2005-03-08,12.4,2017-10-04,272.48
2005-03-07,59.349,2005-03-07,114.0,2005-03-07,1333.467,2005-03-09,478.8,2005-03-09,1.405,2010-08-31,1.299,2005-03-09,60.79,2005-03-07,263.166,2005-03-09,1207.01,2005-03-09,12.7,2017-10-05,284.51
2005-03-08,59.824,2005-03-08,112.75,2005-03-08,1290.452,2005-03-10,481.5,2005-03-10,1.422,2010-09-01,1.363,2005-03-10,60.37,2005-03-08,262.06,2005-03-10,1209.25,2005-03-10,12.49,2017-10-06,286.64
2005-03-09,60.298,2005-03-09,113.25,2005-03-09,1256.569,2005-03-11,477.9,2005-03-11,1.438,2010-09-02,1.404,2005-03-11,61.05,2005-03-09,261.406,2005-03-11,1200.08,2005-03-11,12.8,2017-10-09,293.25
2005-03-10,60.536,2005-03-10,109.75,2005-03-10,1220.667,2005-03-14,482.2,2005-03-14,1.44,2010-09-03,1.403,2005-03-14,61.28,2005-03-10,258.474,2005-03-14,1206.83,2005-03-14,12.39,2017-10-10,298.34
2005-03-11,61.011,2005-03-11,110.25,2005-03-11,1292.471,2005-03-15,478.0,2005-03-15,1.463,2010-09-07,1.369,2005-03-15,60.35,2005-03-11,259.266,2005-03-15,1197.75,2005-03-15,13.15,2017-10-11,300.39
2005-03-14,60.298,2005-03-14,109.75,2005-03-14,1310.422,2005-03-16,473.7,2005-03-16,1.471,2010-09-08,1.393,2005-03-16,60.29,2005-03-14,258.605,2005-03-16,1188.07,2005-03-16,13.49,2017-10-12,307.92
2005-03-15,61.248,2005-03-15,110.25,2005-03-15,1388.958,2005-03-17,472.4,2005-03-17,1.509,2010-09-09,1.381,2005-03-17,61.49,2005-03-15,259.691,2005-03-17,1190.21,2005-03-17,13.29,2017-10-13,327.29
2005-03-16,61.248,2005-03-16,108.75,2005-03-16,1368.763,2005-03-18,468.5,2005-03-18,1.534,2010-09-10,1.345,2005-03-18,62.65,2005-03-16,257.455,2005-03-18,1189.65,2005-03-18,13.14,2017-10-16,327.98
2005-03-17,61.723,2005-03-17,112.25,2005-03-17,1411.397,2005-03-21,457.6,2005-03-21,1.561,2010-09-13,1.381,2005-03-21,62.15,2005-03-17,261.738,2005-03-21,1183.79,2005-03-21,13.61,2017-10-17,312.08
2005-03-18,61.485,2005-03-18,112.0,2005-03-18,1413.641,2005-03-22,444.4,2005-03-22,1.53,2010-09-14,1.408,2005-03-22,60.9,2005-03-18,261.275,2005-03-22,1171.71,2005-03-22,14.27,2017-10-18,306.41
2005-03-21,61.248,2005-03-21,112.0,2005-03-21,1440.567,2005-03-23,444.5,2005-03-23,1.52,2010-09-15,1.465,2005-03-23,60.09,2005-03-21,260.837,2005-03-23,1172.53,2005-03-23,14.06,2017-10-19,307.12
2005-03-22,61.723,2005-03-22,110.75,2005-03-22,1440.567,2005-03-24,445.2,2005-03-24,1.518,2010-09-16,1.396,2005-03-24,59.0,2005-03-22,259.899,2005-03-24,1171.42,2005-03-24,13.42,2017-10-20,309.09
2005-03-23,61.485,2005-03-23,108.25,2005-03-23,1391.202,2005-03-28,447.7,2005-03-28,1.519,2010-09-17,1.349,2005-03-28,58.89,2005-03-23,256.309,2005-03-28,1174.28,2005-03-28,13.75,2017-10-23,295.34
2005-03-29,62.197,2005-03-29,107.75,2005-03-29,1332.861,2005-03-29,443.5,2005-03-29,1.491,2010-09-20,1.404,2005-03-29,58.27,2005-03-29,255.985,2005-03-29,1165.36,2005-03-29,14.49,2017-10-24,297.8
2005-03-30,61.485,2005-03-30,106.25,2005-03-30,1301.447,2005-03-30,449.2,2005-03-30,1.529,2010-09-21,1.385,2005-03-30,59.24,2005-03-30,253.586,2005-03-30,1181.41,2005-03-30,13.64,2017-10-25,298.62
2005-03-31,61.485,2005-03-31,108.0,2005-03-31,1359.788,2005-03-31,449.4,2005-03-31,1.488,2010-09-22,1.325,2005-03-31,59.6,2005-03-31,256.275,2005-03-31,1180.59,2005-03-31,14.02,2017-10-26,302.15
2005-04-01,61.248,2005-04-01,110.0,2005-04-01,1409.153,2005-04-01,446.2,2005-04-01,1.46,2010-09-23,1.304,2005-04-01,60.55,2005-04-01,258.356,2005-04-01,1172.92,2005-04-01,14.09,2017-10-27,301.46
2005-04-04,61.723,2005-04-04,113.25,2005-04-04,1431.592,2005-04-04,445.9,2005-04-04,1.468,2010-09-24,1.34,2005-04-04,60.65,2005-04-04,260.848,2005-04-04,1176.12,2005-04-04,14.11,2017-10-30,317.04
2005-04-05,62.91,2005-04-05,112.0,2005-04-05,1391.202,2005-04-05,449.4,2005-04-05,1.496,2010-09-27,1.369,2005-04-05,60.06,2005-04-05,261.255,2005-04-05,1181.39,2005-04-05,13.68,2017-10-31,319.98
2005-04-06,63.384,2005-04-06,112.5,2005-04-06,1397.934,2005-04-06,451.5,2005-04-06,1.512,2010-09-28,1.427,2005-04-06,60.9,2005-04-06,262.124,2005-04-06,1184.07,2005-04-06,13.15,2017-11-01,322.18
2005-04-07,63.622,2005-04-07,113.75,2005-04-07,1440.567,2005-04-07,454.6,2005-04-07,1.556,2010-09-29,1.465,2005-04-07,60.85,2005-04-07,263.938,2005-04-07,1191.14,2005-04-07,12.33,2017-11-02,333.6
2005-04-08,63.622,2005-04-08,113.25,2005-04-08,1424.86,2005-04-08,454.0,2005-04-08,1.562,2010-09-30,1.36,2005-04-08,60.01,2005-04-08,264.195,2005-04-08,1181.2,2005-04-08,12.62,2017-11-03,350.52
2005-04-11,63.384,2005-04-11,110.75,2005-04-11,1379.983,2005-04-11,456.1,2005-04-11,1.497,2010-10-01,1.373,2005-04-11,60.29,2005-04-11,262.848,2005-04-11,1181.21,2005-04-11,11.98,2017-11-06,342.23
2005-04-12,62.435,2005-04-12,111.5,2005-04-12,1411.397,2005-04-12,464.5,2005-04-12,1.524,2010-10-04,1.399,2005-04-12,60.43,2005-04-12,263.282,2005-04-12,1187.76,2005-04-12,11.3,2017-11-07,343.81
2005-04-13,63.147,2005-04-13,110.5,2005-04-13,1429.348,2005-04-13,458.1,2005-04-13,1.466,2010-10-05,1.408,2005-04-13,59.15,2005-04-13,263.715,2005-04-13,1173.79,2005-04-13,13.31,2017-11-08,359.49
2005-04-14,62.91,2005-04-14,110.25,2005-04-14,1393.446,2005-04-14,454.0,2005-04-14,1.331,2010-10-06,1.364,2005-04-14,58.75,2005-04-14,262.742,2005-04-14,1162.05,2005-04-14,14.53,2017-11-09,364.87
2005-04-15,62.197,2005-04-15,109.75,2005-04-15,1341.837,2005-04-15,457.5,2005-04-15,1.263,2010-10-07,1.362,2005-04-15,56.19,2005-04-15,257.244,2005-04-15,1142.62,2005-04-15,17.74,2017-11-10,361.4
2005-04-18,60.536,2005-04-18,106.5,2005-04-18,1276.764,2005-04-18,462.1,2005-04-18,1.272,2010-10-08,1.362,2005-04-18,57.25,2005-04-18,249.431,2005-04-18,1145.98,2005-04-18,16.56,2017-11-13,390.59
2005-04-19,60.298,2005-04-19,108.0,2005-04-19,1350.812,2005-04-19,463.5,2005-04-19,1.325,2010-10-11,1.349,2005-04-19,58.63,2005-04-19,251.408,2005-04-19,1152.78,2005-04-19,14.96,2017-11-14,397.91
2005-04-20,61.011,2005-04-20,107.75,2005-04-20,1337.349,2005-04-20,461.3,2005-04-20,1.268,2010-10-12,1.349,2005-04-20,57.14,2005-04-20,252.081,2005-04-20,1137.5,2005-04-20,16.92,2017-11-15,404.94
2005-04-21,61.011,2005-04-21,108.75,2005-04-21,1317.154,2005-04-21,462.7,2005-04-21,1.328,2010-10-13,1.369,2005-04-21,59.28,2005-04-21,252.87,2005-04-21,1159.95,2005-04-21,14.41,2017-11-16,404.51
2005-04-22,59.349,2005-04-22,111.0,2005-04-22,1328.373,2005-04-22,463.2,2005-04-22,1.268,2010-10-14,1.383,2005-04-22,59.42,2005-04-22,255.069,2005-04-22,1152.12,2005-04-22,15.38,2017-11-17,417.76
2005-04-25,60.061,2005-04-25,112.75,2005-04-25,1335.105,2005-04-25,467.8,2005-04-25,1.321,2010-10-15,1.369,2005-04-25,59.96,2005-04-25,256.321,2005-04-25,1162.1,2005-04-25,14.62,2017-11-20,452.21
2005-04-26,58.162,2005-04-26,111.25,2005-04-26,1294.715,2005-04-26,466.2,2005-04-26,1.293,2010-10-18,1.349,2005-04-26,59.27,2005-04-26,252.894,2005-04-26,1151.74,2005-04-26,14.91,2017-11-21,440.13
2005-04-27,56.975,2005-04-27,111.0,2005-04-27,1267.789,2005-04-27,470.5,2005-04-27,1.284,2010-10-19,1.337,2005-04-27,58.38,2005-04-27,245.839,2005-04-27,1156.38,2005-04-27,14.87,2017-11-22,461.54
2005-04-28,56.975,2005-04-28,108.5,2005-04-28,1220.667,2005-04-28,461.9,2005-04-28,1.269,2010-10-20,1.377,2005-04-28,56.0,2005-04-28,242.693,2005-04-28,1143.22,2005-04-28,16.86,2017-11-24,510.6
2005-04-29,56.975,2005-04-29,111.0,2005-04-29,1238.618,2005-04-29,469.6,2005-04-29,1.288,2010-10-21,1.383,2005-04-29,57.03,2005-04-29,243.534,2005-04-29,1156.85,2005-04-29,15.31,2017-11-27,545.0
2005-05-02,57.212,2005-05-02,111.0,2005-05-02,1243.106,2005-05-02,465.3,2005-05-02,1.301,2010-10-22,1.381,2005-05-02,57.74,2005-05-02,245.168,2005-05-02,1162.16,2005-05-02,15.12,2017-11-28,556.13
2005-05-03,58.399,2005-05-03,112.25,2005-05-03,1261.057,2005-05-03,468.0,2005-05-03,1.293,2010-10-25,1.39,2005-05-03,56.5,2005-05-03,246.357,2005-05-03,1161.17,2005-05-03,14.53,2017-11-29,518.58
2005-05-04,60.061,2005-05-04,111.75,2005-05-04,1220.667,2005-05-04,469.7,2005-05-04,1.327,2010-10-26,1.424,2005-05-04,57.23,2005-05-04,245.856,2005-05-04,1175.65,2005-05-04,13.85,2017-11-30,517.28
2005-05-06,61.011,2005-05-06,115.0,2005-05-06,1290.228,2005-05-05,468.8,2005-05-05,1.31,2010-10-27,1.4,2005-05-05,57.8,2005-05-06,251.517,2005-05-05,1172.63,2005-05-05,13.98,2017-12-01,563.26
2005-05-09,61.723,2005-05-09,114.75,2005-05-09,1299.203,2005-05-06,465.9,2005-05-06,1.33,2010-10-28,1.413,2005-05-06,57.6,2005-05-09,253.468,2005-05-06,1171.35,2005-05-06,14.05,2017-12-04,582.42
2005-05-10,60.773,2005-05-10,115.5,2005-05-10,1287.984,2005-05-09,468.5,2005-05-09,1.32,2010-10-29,1.456,2005-05-09,58.01,2005-05-10,252.242,2005-05-09,1178.84,2005-05-09,13.75,2017-12-05,575.02
2005-05-11,60.536,2005-05-11,116.0,2005-05-11,1256.569,2005-05-10,463.8,2005-05-10,1.301,2010-11-01,1.427,2005-05-10,57.23,2005-05-11,252.553,2005-05-10,1166.22,2005-05-10,14.91,2017-12-06,575.58
2005-05-12,61.011,2005-05-12,110.0,2005-05-12,1238.618,2005-05-11,467.0,2005-05-11,1.272,2010-11-02,1.417,2005-05-11,57.29,2005-05-12,252.526,2005-05-11,1171.11,2005-05-11,14.45,2017-12-07,607.04
2005-05-13,60.061,2005-05-13,106.75,2005-05-13,1180.278,2005-05-12,464.1,2005-05-12,1.219,2010-11-03,1.451,2005-05-12,54.82,2005-05-13,248.863,2005-05-12,1159.36,2005-05-12,16.12,2017-12-08,636.32
2005-05-18,59.824,2005-05-18,108.75,2005-05-18,1247.594,2005-05-13,459.1,2005-05-13,1.242,2010-11-04,1.66,2005-05-13,53.7,2005-05-18,251.986,2005-05-13,1154.05,2005-05-13,16.32,2017-12-11,705.74
2005-05-19,59.586,2005-05-19,109.0,2005-05-19,1191.497,2005-05-16,468.0,2005-05-16,1.27,2010-11-05,1.629,2005-05-16,53.35,2005-05-19,253.572,2005-05-16,1165.69,2005-05-16,15.68,2017-12-12,823.85
2005-05-20,59.824,2005-05-20,109.75,2005-05-20,1218.424,2005-05-17,471.6,2005-05-17,1.263,2010-11-08,1.665,2005-05-17,53.86,2005-05-20,255.29,2005-05-17,1173.8,2005-05-17,14.57,2017-12-13,868.6
2005-05-23,59.586,2005-05-23,109.25,2005-05-23,1202.716,2005-05-18,477.4,2005-05-18,1.28,2010-11-09,1.642,2005-05-18,53.65,2005-05-23,254.422,2005-05-18,1185.56,2005-05-18,13.63,2017-12-14,1014.44
2005-05-24,59.586,2005-05-24,111.25,2005-05-24,1216.18,2005-05-19,478.4,2005-05-19,1.341,2010-11-10,1.957,2005-05-19,54.83,2005-05-24,255.666,2005-05-19,1191.08,2005-05-19,13.32,2017-12-15,988.4
2005-05-25,59.111,2005-05-25,112.25,2005-05-25,1238.618,2005-05-20,478.0,2005-05-20,1.341,2010-11-11,1.869,2005-05-20,54.01,2005-05-25,255.455,2005-05-20,1189.28,2005-05-20,13.14,2017-12-18,1089.02
2005-05-26,59.586,2005-05-26,114.25,2005-05-26,1252.082,2005-05-23,476.0,2005-05-23,1.42,2010-11-12,1.989,2005-05-23,54.75,2005-05-26,258.611,2005-05-23,1193.86,2005-05-23,12.95,2017-12-19,1085.31
2005-05-27,59.349,2005-05-27,115.0,2005-05-27,1263.301,2005-05-24,477.1,2005-05-24,1.418,2010-11-15,2.053,2005-05-24,55.04,2005-05-27,259.007,2005-05-24,1194.07,2005-05-24,12.69,2017-12-20,1128.84
2005-05-30,60.061,2005-05-30,115.75,2005-05-30,1243.106,2005-05-25,474.5,2005-05-25,1.421,2010-11-16,1.978,2005-05-25,55.68,2005-05-30,260.175,2005-05-25,1190.01,2005-05-25,12.58,2017-12-21,1193.71
2005-05-31,59.349,2005-05-31,113.0,2005-05-31,1243.106,2005-05-26,473.8,2005-05-26,1.455,2010-11-17,1.966,2005-05-26,56.22,2005-05-31,258.372,2005-05-26,1197.63,2005-05-26,12.24,2017-12-22,1049.97
2005-06-01,60.536,2005-06-01,115.5,2005-06-01,1229.643,2005-05-27,472.8,2005-05-27,1.449,2010-11-18,1.993,2005-05-27,56.8,2005-06-01,261.791,2005-05-27,1198.78,2005-05-27,12.15,2017-12-26,1156.01
2005-06-02,61.485,2005-06-02,117.0,2005-06-02,1270.033,2005-05-31,471.1,2005-05-31,1.42,2010-11-19,2.066,2005-05-31,56.2,2005-06-02,263.172,2005-05-31,1191.5,2005-05-31,13.29,2017-12-27,1179.91
2005-06-03,61.248,2005-06-03,117.75,2005-06-03,1276.764,2005-06-01,477.2,2005-06-01,1.439,2010-11-22,2.227,2005-06-01,57.15,2005-06-03,262.539,2005-06-01,1202.27,2005-06-01,12.36,2017-12-28,1140.48
2005-06-06,60.536,2005-06-06,119.5,2005-06-06,1292.471,2005-06-02,477.1,2005-06-02,1.43,2010-11-23,2.305,2005-06-02,57.32,2005-06-06,262.576,2005-06-02,1204.29,2005-06-02,11.84,2017-12-29,1381.41
2005-06-07,62.197,2005-06-07,118.25,2005-06-07,1267.789,2005-06-03,475.6,2005-06-03,1.366,2010-11-24,2.365,2005-06-03,57.15,2005-06-07,264.241,2005-06-03,1196.02,2005-06-03,12.15,2018-01-02,1503.59
2005-06-08,62.672,2005-06-08,121.0,2005-06-08,1155.595,2005-06-06,476.9,2005-06-06,1.354,2010-11-26,2.355,2005-06-06,57.6,2005-06-08,267.065,2005-06-06,1197.51,2005-06-06,12.28,2018-01-03,1653.48
2005-06-09,62.435,2005-06-09,121.5,2005-06-09,1171.302,2005-06-07,476.6,2005-06-07,1.305,2010-11-29,2.289,2005-06-07,57.45,2005-06-09,266.924,2005-06-07,1197.26,2005-06-07,12.39,2018-01-04,1638.93
2005-06-10,62.435,2005-06-10,124.25,2005-06-10,1166.815,2005-06-08,477.5,2005-06-08,1.319,2010-11-30,2.355,2005-06-08,56.73,2005-06-10,270.402,2005-06-08,1194.67,2005-06-08,12.7,2018-01-05,1650.2
2005-06-13,62.197,2005-06-13,123.0,2005-06-13,1135.4,2005-06-09,476.8,2005-06-09,1.345,2010-12-01,2.29,2005-06-09,58.44,2005-06-13,269.919,2005-06-09,1200.93,2005-06-09,12.08,2018-01-08,1667.36
2005-06-14,62.672,2005-06-14,125.5,2005-06-14,1139.888,2005-06-10,476.4,2005-06-10,1.279,2010-12-02,2.157,2005-06-10,58.38,2005-06-14,272.795,2005-06-10,1198.11,2005-06-10,11.96,2018-01-09,1636.62
2005-06-15,61.96,2005-06-15,125.0,2005-06-15,1117.449,2005-06-13,476.0,2005-06-13,1.282,2010-12-03,2.099,2005-06-13,58.45,2005-06-15,272.072,2005-06-13,1200.82,2005-06-13,11.65,2018-01-10,1651.62
