date_S1,S1,date_S2,S2,date_S3,S3,date_S4,S4,date_S5,S5,date_S6,S6,date_S7,S7,date_I1,I1,date_I2,I2,date_I3,I3,date_I4,I4
2020-08-12,135.0,2020-08-11,135.85,2020-06-25,62.35,2020-07-23,42.02,2020-07-23,112.28,,,2020-08-03,34.64,2020-08-03,876.28,2020-08-04,3298.46,2020-09-25,26.38,,
2020-08-13,134.0,2020-08-12,133.85,2020-06-26,61.6,2020-07-24,43.34,2020-07-24,114.96,,,2020-08-04,35.31,2020-08-04,878.13,2020-08-05,3351.6,2020-09-28,26.19,,
2020-08-14,132.15,2020-08-13,134.65,2020-06-29,61.8,2020-07-27,42.42,2020-07-27,114.09,,,2020-08-05,34.28,2020-08-05,875.37,2020-08-06,3335.47,2020-09-29,26.27,,
2020-08-17,135.3,2020-08-14,134.3,2020-06-30,62.65,2020-07-28,43.11,2020-07-28,115.81,,,2020-08-06,34.33,2020-08-06,877.63,2020-08-07,3363.0,2020-09-30,26.37,,
2020-08-18,132.75,2020-08-17,132.2,2020-07-01,62.65,2020-07-29,43.44,2020-07-29,116.79,,,2020-08-07,33.13,2020-08-07,862.96,2020-08-10,3380.8,2020-10-01,26.7,,
2020-08-19,134.75,2020-08-18,133.85,2020-07-02,62.5,2020-07-30,43.66,2020-07-30,113.02,,,2020-06-16,32.98,2020-08-10,872.52,2020-08-11,3348.44,2020-10-02,27.63,,
2020-08-20,138.3,2020-08-19,133.55,2020-07-03,62.95,2020-07-31,44.91,2020-07-31,116.5,,,2020-06-17,33.74,2020-08-11,873.5,2020-08-12,3408.63,2020-10-05,27.96,,
2020-08-21,138.5,2020-08-20,132.1,2020-07-06,60.8,2020-08-03,44.41,2020-08-03,113.16,,,2020-06-18,33.39,2020-08-12,868.42,2020-08-13,3360.95,2020-10-06,29.48,,
2020-08-24,140.0,2020-08-21,131.6,2020-07-07,57.75,2020-08-04,44.84,2020-08-04,115.08,,,2020-06-19,33.5,2020-08-13,857.55,2020-08-14,3419.45,2020-10-07,28.06,,
2020-07-27,135.15,2020-08-24,129.5,2020-07-08,58.9,2020-08-05,44.72,2020-08-05,114.97,,,2020-06-22,35.26,2020-08-14,848.5,2020-08-17,3446.83,2020-10-08,26.36,,
2020-07-28,140.0,2020-06-25,131.65,2020-07-09,58.0,2020-08-06,44.93,2020-08-06,116.97,,,2020-06-23,34.74,2020-08-17,858.9,2020-08-18,3477.13,2020-10-09,25.0,,
2020-07-29,135.7,2020-06-26,126.4,2020-07-10,55.45,2020-08-07,45.88,2020-08-07,124.4,,,2020-06-24,34.63,2020-08-18,832.41,2020-08-19,3534.22,2020-10-12,25.07,,
2020-07-30,133.15,2020-06-29,124.05,2020-07-13,55.95,2020-08-10,43.68,2020-08-10,121.1,,,2020-06-25,34.22,2020-08-19,826.0,2020-08-20,3511.93,2020-10-13,26.07,,
2020-07-31,127.45,2020-06-30,120.7,2020-07-14,51.9,2020-08-11,43.03,2020-08-11,121.19,,,2020-06-26,34.15,2020-08-20,799.68,2020-08-21,3488.67,2020-10-14,26.4,,
2020-08-03,128.0,2020-07-01,122.5,2020-07-15,53.0,2020-08-12,43.61,2020-08-12,120.71,,,2020-06-29,34.45,2020-08-21,810.04,2020-08-24,3483.34,2020-10-15,26.97,,
2020-08-04,128.7,2020-07-02,121.25,2020-07-16,52.45,2020-08-13,43.19,2020-08-13,119.02,,,2020-06-30,34.1,2020-08-24,811.85,2020-07-02,3483.81,2020-10-16,27.41,,
2020-08-05,131.65,2020-07-03,125.45,2020-07-17,54.0,2020-08-14,42.9,2020-08-14,115.98,,,2020-07-01,33.42,2020-08-25,823.55,2020-07-06,3426.92,2020-10-19,29.18,,
2020-08-06,135.65,2020-07-06,124.45,2020-07-20,52.8,2020-08-17,43.52,2020-08-17,117.51,,,2020-07-02,33.7,2020-08-26,829.36,2020-07-07,3443.12,2020-10-20,29.35,,
2020-08-07,136.0,2020-07-07,125.1,2020-07-21,52.5,2020-08-18,43.01,2020-08-18,116.87,,,2020-07-06,33.16,2020-08-27,841.57,2020-07-08,3435.56,2020-10-21,28.65,,
2020-08-10,134.65,2020-07-08,125.6,2020-07-22,52.1,2020-08-19,43.95,2020-08-19,115.75,,,2020-07-07,34.86,2020-08-28,845.03,2020-07-09,3453.49,2020-10-22,28.11,,
2020-08-11,133.8,2020-07-09,123.9,2020-07-23,52.7,2020-08-20,43.95,2020-08-20,115.04,,,2020-07-08,34.16,2020-08-31,845.72,2020-07-10,3465.39,2020-10-23,27.55,,
2020-08-12,146.6,2020-07-10,133.2,2020-07-24,56.15,2020-08-21,43.26,2020-08-21,115.05,,,2020-07-09,33.35,2020-09-01,883.14,2020-07-13,3400.97,2020-10-26,32.46,,
2020-08-13,151.8,2020-07-13,135.4,2020-07-27,57.65,2020-08-24,41.88,2020-08-24,116.6,,,2020-07-10,32.82,2020-09-02,878.93,2020-07-14,3390.68,2020-10-27,33.35,,
2020-08-14,151.9,2020-07-14,136.6,2020-07-28,59.9,2020-06-22,41.13,2020-06-22,111.2,,,2020-07-13,31.57,2020-09-03,889.43,2020-07-15,3271.03,2020-10-28,40.28,,
2020-08-17,151.2,2020-07-15,134.45,2020-07-29,58.5,2020-06-23,41.66,2020-06-23,115.32,,,2020-07-14,32.97,2020-09-04,889.95,2020-07-16,3310.11,2020-10-29,37.59,,
2020-08-18,150.4,2020-07-16,134.35,2020-07-30,57.8,2020-06-24,41.42,2020-06-24,108.86,,,2020-07-15,32.62,2020-09-07,892.01,2020-07-17,3269.96,2020-10-30,38.02,,
2020-08-19,153.45,2020-07-17,138.65,2020-07-31,60.25,2020-06-25,42.21,2020-06-25,108.77,,,2020-07-16,33.99,2020-09-08,908.96,2020-07-20,3310.24,2020-11-02,37.13,,
2020-08-20,155.35,2020-07-20,139.4,2020-08-03,59.95,2020-06-26,43.53,2020-06-26,110.44,,,2020-07-17,33.41,2020-07-02,908.25,2020-07-21,3369.16,2020-11-03,35.55,,
2020-08-21,159.95,2020-07-21,139.3,2020-08-04,61.55,2020-06-29,42.08,2020-06-29,114.95,,,2020-07-20,33.23,2020-07-03,912.15,2020-07-22,3443.44,2020-11-04,29.57,,
2020-08-24,157.1,2020-07-22,136.65,2020-08-05,60.75,2020-06-30,43.07,2020-06-30,119.03,,,2020-07-21,33.17,2020-07-06,902.94,2020-07-23,3510.45,2020-11-05,27.58,,
2020-07-27,156.7,2020-07-23,137.15,2020-08-06,61.45,2020-07-01,42.71,2020-07-01,118.69,,,2020-07-22,32.78,2020-07-07,908.44,2020-07-24,3509.44,2020-11-06,24.86,,
2020-07-28,159.0,2020-07-24,141.25,2020-08-07,64.0,2020-07-02,47.64,2020-07-02,116.32,,,2020-07-23,36.93,2020-07-08,917.27,2020-07-27,3550.5,2020-11-09,25.75,,
2020-07-29,163.8,2020-07-27,148.65,2020-08-10,65.7,2020-07-06,47.65,2020-07-06,115.97,,,2020-07-24,36.86,2020-07-09,935.09,2020-07-28,3545.53,2020-11-10,24.8,,
2020-07-30,164.1,2020-07-28,145.75,2020-08-11,60.0,2020-07-07,48.93,2020-07-07,119.49,,,2020-07-27,36.48,2020-07-10,933.78,2020-07-29,3572.66,2020-11-11,23.45,,
2020-07-31,162.5,2020-07-29,143.75,2020-08-12,59.0,2020-07-08,48.28,2020-07-08,119.21,,,2020-07-28,35.23,2020-07-13,935.81,2020-07-30,3537.01,2020-11-12,25.35,,
2020-08-03,163.55,2020-07-30,146.85,2020-08-13,59.15,2020-07-09,48.66,2020-07-09,119.26,,,2020-07-29,36.08,2020-07-14,946.3,2020-07-31,3585.15,2020-11-13,23.1,,
2020-08-04,161.15,2020-07-31,140.2,2020-08-14,56.25,2020-07-10,50.4,2020-07-10,120.3,,,2020-07-30,38.16,2020-07-15,930.39,2020-08-03,3626.91,2020-11-16,22.45,,
2020-08-05,161.25,2020-08-03,142.4,2020-08-17,55.65,2020-07-13,50.73,2020-07-13,119.39,,,2020-07-31,38.67,2020-07-16,934.91,2020-08-04,3609.53,2020-11-17,22.71,,
2020-08-06,161.25,2020-08-04,141.75,2020-08-18,54.3,2020-07-14,51.05,2020-07-14,118.03,,,2020-08-03,37.21,2020-07-17,928.1,2020-08-05,3567.79,2020-11-18,23.84,,
2020-08-07,161.2,2020-08-05,141.8,2020-08-19,54.35,2020-07-15,52.14,2020-07-15,118.64,,,2020-08-04,37.4,2020-07-20,927.09,2020-08-06,3581.87,2020-11-19,23.11,,
2020-08-10,161.15,2020-08-06,148.25,2020-08-20,59.3,2020-07-16,51.65,2020-07-16,117.34,,,2020-08-05,36.94,2020-07-21,935.41,2020-08-07,3557.54,2020-11-20,23.7,,
2020-08-11,160.5,2020-08-07,145.75,2020-08-21,57.35,2020-07-17,53.3,2020-07-17,113.85,,,2020-08-06,39.36,2020-07-22,932.99,2020-08-10,3577.59,2020-11-23,22.66,,
2020-08-12,160.35,2020-08-10,146.5,2020-08-24,58.0,2020-07-20,57.06,2020-07-20,115.17,,,2020-08-07,41.98,2020-07-23,933.51,2020-08-11,3635.41,2020-11-24,21.64,,
2020-08-13,162.4,2020-08-11,150.8,2020-08-25,57.85,2020-07-21,57.06,2020-07-21,116.03,,,2020-06-16,40.81,2020-07-24,942.93,2020-08-12,3629.65,2020-11-25,21.25,,
2020-08-14,162.6,2020-08-12,150.0,2020-08-26,59.3,2020-07-22,56.67,2020-07-22,116.59,,,2020-06-17,40.19,2020-07-27,942.58,2020-08-13,3638.35,2020-11-27,20.84,,
2020-08-17,160.0,2020-08-13,148.55,2020-08-27,60.35,2020-07-23,55.07,2020-07-23,119.05,,,2020-06-18,38.13,2020-07-28,937.58,2020-08-14,3621.63,2020-11-30,20.57,,
2020-08-18,162.3,2020-08-14,147.25,2020-08-28,59.75,2020-07-24,55.47,2020-07-24,122.72,,,2020-06-19,38.5,2020-07-29,936.64,2020-08-17,3662.45,2020-12-01,20.77,,
2020-08-19,161.8,2020-08-17,146.4,2020-08-31,58.4,2020-07-27,57.2,2020-07-27,123.08,,,2020-06-22,39.94,2020-07-30,936.66,2020-08-18,3669.01,2020-12-02,21.17,,
2020-08-20,160.0,2020-08-18,146.8,2020-09-01,59.7,2020-07-28,56.58,2020-07-28,122.94,,,2020-06-23,40.21,2020-07-31,939.89,2020-08-19,3666.72,2020-12-03,21.28,,
2020-08-21,159.75,2020-08-19,146.1,2020-09-02,57.3,2020-07-29,58.62,2020-07-29,122.25,,,2020-06-24,41.68,2020-08-03,942.2,2020-08-20,3699.12,2020-12-04,20.79,,
2020-08-24,161.6,2020-08-20,146.0,2020-09-03,57.0,2020-07-30,58.13,2020-07-30,123.75,,,2020-06-25,40.9,2020-08-04,950.5,2020-08-21,3691.96,2020-12-07,21.3,,
2020-07-27,157.85,2020-08-21,139.8,2020-09-04,54.0,2020-07-31,58.36,2020-07-31,124.38,,,2020-06-26,42.24,2020-08-05,928.23,2020-08-24,3702.25,2020-12-08,20.68,,
2020-07-28,160.1,2020-08-24,140.6,2020-09-07,54.45,2020-08-03,58.95,2020-08-03,121.78,,,2020-06-29,42.8,2020-08-06,938.83,2020-07-02,3672.82,2020-12-09,22.27,,
2020-07-29,165.2,2020-06-25,142.8,2020-09-08,55.1,2020-08-04,60.5,2020-08-04,123.24,,,2020-06-30,44.01,2020-08-07,953.65,2020-07-06,3668.1,2020-12-10,22.52,,
2020-07-30,167.6,2020-06-26,144.35,2020-05-25,55.0,2020-08-05,58.93,2020-08-05,122.41,,,2020-07-01,43.8,2020-08-10,953.65,2020-07-07,3663.46,2020-12-11,23.31,,
2020-07-31,167.9,2020-06-29,145.25,2020-05-26,54.05,2020-08-06,58.74,2020-08-06,121.78,,,2020-07-02,42.22,2020-08-11,966.67,2020-07-08,3647.49,2020-12-14,24.72,,
2020-08-03,168.0,2020-06-30,144.95,2020-05-27,54.3,2020-08-07,59.67,2020-08-07,127.88,,,2020-07-06,43.04,2020-08-12,970.3,2020-07-09,3694.62,2020-12-15,22.89,,
2020-08-04,162.7,2020-07-01,144.5,2020-05-28,55.3,2020-08-10,59.75,2020-08-10,127.81,,,2020-07-07,43.7,2020-08-13,973.97,2020-07-10,3701.17,2020-12-16,22.5,,
2020-08-05,161.8,2020-07-02,146.6,2020-05-29,55.7,2020-08-11,60.05,2020-08-11,128.7,,,2020-07-08,43.48,2020-08-14,973.97,2020-07-13,3722.48,2020-12-17,21.93,,
2020-08-06,166.5,2020-07-03,150.7,2020-06-02,54.35,2020-08-12,59.06,2020-08-12,126.655,,,2020-07-09,42.73,2020-08-17,965.95,2020-07-14,3709.41,2020-12-18,21.57,,
2020-08-07,167.0,2020-07-06,154.65,2020-06-03,53.9,2020-08-13,61.23,2020-08-13,128.23,,,2020-07-10,41.95,2020-08-18,964.13,2020-07-15,3694.92,2020-12-21,25.16,,
2020-08-10,168.0,2020-07-07,156.1,2020-06-04,56.15,2020-08-14,59.26,2020-08-14,131.88,,,2020-07-13,41.24,2020-08-19,975.86,2020-07-16,3687.26,2020-12-22,24.23,,
2020-08-11,166.3,2020-07-08,156.75,2020-06-05,54.55,2020-08-17,60.78,2020-08-17,130.96,,,2020-07-14,41.77,2020-08-20,991.22,2020-07-17,3690.01,2020-12-23,23.31,,
2020-08-12,167.5,2020-07-09,162.9,2020-06-08,56.4,2020-08-18,60.57,2020-08-18,131.97,,,2020-07-15,41.6,2020-08-21,1001.16,2020-07-20,3703.06,2020-12-24,21.53,,
2020-08-13,163.25,2020-07-10,162.55,2020-06-09,55.95,2020-08-19,61.13,2020-08-19,136.69,,,2020-07-16,41.74,2020-08-24,990.91,2020-07-21,3735.36,2020-12-28,21.7,,
2020-08-14,169.0,2020-07-13,167.0,2020-06-10,55.35,2020-08-20,60.91,2020-08-20,134.87,,,2020-07-17,41.27,2020-08-25,998.56,2020-07-22,3727.04,2020-12-29,23.08,,
2020-08-17,165.9,2020-07-14,165.1,2020-06-11,53.35,2020-08-21,60.86,2020-08-21,133.72,,,2020-07-20,41.6,2020-08-26,990.4,2020-07-23,3732.04,2020-12-30,22.77,,
2020-08-18,168.4,2020-07-15,167.0,2020-06-12,53.45,2020-08-24,61.66,2020-08-24,132.69,,,2020-07-21,41.22,2020-08-27,998.77,2020-07-24,3756.07,2020-12-31,22.75,,
2020-08-19,168.85,2020-07-16,169.0,2020-06-15,52.9,2020-06-22,60.14,2020-06-22,129.41,,,2020-07-22,41.5,2020-08-28,987.92,2020-07-27,3700.65,2021-01-04,26.97,,
2020-08-20,169.7,2020-07-17,168.1,2020-06-16,53.05,2020-06-23,61.7,2020-06-23,131.01,,,2020-07-23,43.5,2020-08-31,993.8,2020-07-28,3726.86,2021-01-05,25.34,,
2020-08-21,169.9,2020-07-20,165.6,2020-06-17,51.3,2020-06-24,65.25,2020-06-24,126.6,,,2020-07-24,44.61,2020-09-01,1004.69,2020-07-29,3748.14,2021-01-06,25.07,,
2020-08-24,169.0,2020-07-21,163.0,2020-06-18,51.45,2020-06-25,66.02,2020-06-25,130.92,,,2020-07-27,44.96,2020-09-02,1002.69,2020-07-30,3803.79,2021-01-07,22.37,,
2020-07-27,167.8,2020-07-22,161.0,2020-06-19,50.65,2020-06-26,65.37,2020-06-26,132.05,,,2020-07-28,45.46,2020-09-03,1001.54,2020-07-31,3824.68,2021-01-08,21.56,,
2020-07-28,167.65,2020-07-23,159.2,2020-06-22,51.65,2020-06-29,66.44,2020-06-29,128.98,,,2020-07-29,46.84,2020-09-04,994.21,2020-08-03,3799.61,2021-01-11,24.08,,
2020-07-29,168.1,2020-07-24,156.0,2020-06-23,50.75,2020-06-30,66.67,2020-06-30,128.8,,,2020-07-30,47.88,2020-09-07,983.99,2020-08-04,3801.19,2021-01-12,23.33,,
2020-07-30,168.0,2020-07-27,155.4,2020-06-24,49.96,2020-07-01,66.86,2020-07-01,130.89,,,2020-07-31,48.42,2020-09-08,977.01,2020-08-05,3809.84,2021-01-13,22.21,,
2020-07-31,167.95,2020-07-28,154.85,2020-06-25,50.0,2020-07-02,69.01,2020-07-02,128.91,,,2020-08-03,50.31,2020-07-02,962.56,2020-08-06,3795.54,2021-01-14,23.25,,
2020-08-03,167.05,2020-07-29,153.75,2020-06-26,50.95,2020-07-06,64.23,2020-07-06,127.14,,,2020-08-04,47.89,2020-07-03,965.73,2020-08-07,3768.25,2021-01-15,24.34,,
2020-08-04,169.3,2020-07-30,156.95,2020-06-29,51.9,2020-07-07,63.69,2020-07-07,127.83,,,2020-08-05,48.84,2020-07-06,966.9,2020-08-10,3798.91,2021-01-19,23.24,,
2020-08-05,171.0,2020-07-31,156.5,2020-06-30,52.9,2020-07-08,63.25,2020-07-08,132.03,,,2020-08-06,49.53,2020-07-07,971.83,2020-08-11,3851.85,2021-01-20,21.58,,
2020-08-06,173.65,2020-08-03,156.6,2020-07-01,53.5,2020-07-09,61.87,2020-07-09,136.87,,,2020-08-07,48.11,2020-07-08,984.56,2020-08-12,3853.07,2021-01-21,21.32,,
2020-08-07,171.65,2020-08-04,156.3,2020-07-02,55.45,2020-07-10,61.33,2020-07-10,139.07,,,2020-06-16,47.43,2020-07-09,992.83,2020-08-13,3841.47,2021-01-22,21.91,,
2020-08-10,170.9,2020-08-05,157.6,2020-07-03,57.0,2020-07-13,60.56,2020-07-13,142.92,,,2020-06-17,46.9,2020-07-10,997.7,2020-08-14,3855.36,2021-01-25,23.19,,
2020-08-11,169.85,2020-08-06,156.65,2020-07-06,56.0,2020-07-14,60.91,2020-07-14,143.16,,,2020-06-18,45.87,2020-07-13,996.54,2020-08-17,3849.62,2021-01-26,23.02,,
2020-08-12,166.1,2020-08-07,154.1,2020-07-07,56.9,2020-07-15,59.4,2020-07-15,142.06,,,2020-06-19,45.35,2020-07-14,1000.49,2020-08-18,3750.77,2021-01-27,37.21,,
2020-08-13,166.7,2020-08-10,153.25,2020-07-08,57.25,2020-07-16,60.34,2020-07-16,137.09,,,2020-06-22,46.06,2020-07-15,992.53,2020-08-19,3787.38,2021-01-28,30.21,,
2020-08-14,164.55,2020-08-11,151.0,2020-07-09,58.6,2020-07-17,57.99,2020-07-17,131.96,,,2020-06-23,44.84,2020-07-16,991.27,2020-08-20,3714.24,2021-01-29,33.09,,
2020-08-17,166.1,2020-08-12,155.1,2020-07-10,61.1,2020-07-20,58.43,2020-07-20,134.14,,,2020-06-24,44.92,2020-07-17,995.65,2020-08-21,3773.86,2021-02-01,30.24,,
2020-08-18,167.65,2020-08-13,154.55,2020-07-13,63.85,2020-07-21,59.58,2020-07-21,134.99,,,2020-06-25,45.63,2020-07-20,991.78,2020-08-24,3826.31,2021-02-02,25.56,,
2020-08-19,168.0,2020-08-14,156.3,2020-07-14,65.05,2020-07-22,61.1,2020-07-22,133.94,,,2020-06-26,47.42,2020-07-21,995.59,2020-07-02,3830.17,2021-02-03,22.91,,
2020-08-20,167.75,2020-08-17,152.85,2020-07-15,61.15,2020-07-23,62.41,2020-07-23,137.39,,,2020-06-29,48.33,2020-07-22,999.65,2020-07-06,3871.74,2021-02-04,21.77,,
2020-08-21,168.4,2020-08-18,151.85,2020-07-16,62.15,2020-07-24,62.58,2020-07-24,136.76,,,2020-06-30,49.95,2020-07-23,995.78,2020-07-07,3886.83,2021-02-05,20.87,,
2020-08-24,170.05,2020-08-19,156.3,2020-07-17,61.95,2020-07-27,63.65,2020-07-27,136.91,,,2020-07-01,52.1,2020-07-24,981.17,2020-07-08,3915.59,2021-02-08,21.24,,
2020-07-27,176.0,2020-08-20,160.7,2020-07-20,60.65,2020-07-28,63.12,2020-07-28,136.01,,,2020-07-02,50.63,2020-07-27,993.62,2020-07-09,3911.23,2021-02-09,21.63,,
2020-07-28,168.45,2020-08-21,164.15,2020-07-21,59.45,2020-07-29,63.62,2020-07-29,135.39,,,2020-07-06,51.12,2020-07-28,1003.3,2020-07-10,3909.88,2021-02-10,21.99,,
2020-07-29,170.4,2020-08-24,170.55,2020-07-22,60.35,2020-07-30,63.2,2020-07-30,135.13,,,2020-07-07,49.84,2020-07-29,1007.47,2020-07-13,3916.38,2021-02-11,21.25,,
2020-07-30,168.65,2020-06-25,163.25,2020-07-23,58.6,2020-07-31,63.63,2020-07-31,135.37,,,2020-07-08,50.52,2020-07-30,1013.63,2020-07-14,3934.83,2021-02-12,19.97,,
2020-07-31,171.9,2020-06-26,166.25,2020-07-24,60.4,2020-08-03,64.12,2020-08-03,133.19,,,2020-07-09,52.04,2020-07-31,1027.16,2020-07-15,3932.59,2021-02-16,21.46,,
2020-08-03,172.0,2020-06-29,164.7,2020-07-27,61.2,2020-08-04,64.76,2020-08-04,130.84,,,2020-07-10,52.85,2020-08-03,1007.07,2020-07-16,3931.33,2021-02-17,21.5,,
2020-08-04,175.0,2020-06-30,164.7,2020-07-28,61.5,2020-08-05,63.48,2020-08-05,129.71,,,2020-07-13,52.02,2020-08-04,1028.34,2020-07-17,3913.97,2021-02-18,22.49,,
2020-08-05,174.3,2020-07-01,166.5,2020-07-29,61.7,2020-08-06,65.78,2020-08-06,129.87,,,2020-07-14,52.37,2020-08-05,1032.56,2020-07-20,3906.71,2021-02-19,22.05,,
2020-08-06,177.2,2020-07-02,173.7,2020-07-30,58.5,2020-08-07,65.52,2020-08-07,126.0,,,2020-07-15,54.3,2020-08-06,1030.79,2020-07-21,3876.5,2021-02-22,23.45,,
2020-08-07,180.5,2020-07-03,170.5,2020-07-31,59.75,2020-08-10,66.74,2020-08-10,125.86,,,2020-07-16,55.05,2020-08-07,1028.89,2020-07-22,3881.37,2021-02-23,23.11,,
2020-08-10,179.3,2020-07-06,169.15,2020-08-03,60.75,2020-08-11,68.6,2020-08-11,125.35,,,2020-07-17,56.7,2020-08-10,1042.08,2020-07-23,3925.43,2021-02-24,21.34,,
2020-08-11,182.05,2020-07-07,172.5,2020-08-04,60.7,2020-08-12,67.41,2020-08-12,120.99,,,2020-07-20,55.76,2020-08-11,1050.22,2020-07-24,3829.34,2021-02-25,28.89,,
2020-08-12,181.35,2020-07-08,174.25,2020-08-05,64.7,2020-08-13,65.88,2020-08-13,121.26,,,2020-07-21,54.37,2020-08-12,1057.67,2020-07-27,3811.15,2021-02-26,27.95,,
2020-08-13,185.0,2020-07-09,174.9,2020-08-06,64.4,2020-08-14,69.54,2020-08-14,127.79,,,2020-07-22,56.4,2020-08-13,1063.89,2020-07-28,3901.82,2021-03-01,23.35,,
2020-08-14,185.25,2020-07-10,175.2,2020-08-07,66.5,2020-08-17,68.91,2020-08-17,125.12,,,2020-07-23,56.07,2020-08-14,1064.29,2020-07-29,3870.29,2021-03-02,24.1,,
2020-08-17,186.0,2020-07-13,171.15,2020-08-10,66.4,2020-08-18,70.38,2020-08-18,122.06,,,2020-07-24,56.52,2020-08-17,1062.37,2020-07-30,3819.72,2021-03-03,26.67,,
2020-08-18,187.35,2020-07-14,171.95,2020-08-11,64.2,2020-08-19,69.81,2020-08-19,120.13,,,2020-07-27,58.71,2020-08-18,1064.91,2020-07-31,3768.47,2021-03-04,28.57,,
2020-08-19,187.9,2020-07-15,170.05,2020-08-12,68.35,2020-08-20,70.23,2020-08-20,121.42,,,2020-07-28,60.93,2020-08-19,1061.36,2020-08-03,3841.94,2021-03-05,24.66,,
2020-08-20,187.5,2020-07-16,167.9,2020-08-13,66.2,2020-08-21,72.22,2020-08-21,116.36,,,2020-07-29,60.87,2020-08-20,1057.94,2020-08-04,3821.35,2021-03-08,25.47,,
2020-08-21,183.25,2020-07-17,167.3,2020-08-14,66.5,2020-08-24,70.99,2020-08-24,121.085,,,2020-07-30,59.93,2020-08-21,1057.8,2020-08-05,3875.44,2021-03-09,24.03,,
2020-08-24,176.55,2020-07-20,164.5,2020-08-17,64.35,2020-06-22,73.75,2020-06-22,119.98,,,2020-07-31,61.77,2020-08-24,1050.54,2020-08-06,3898.81,2021-03-10,22.56,,
2020-07-27,179.3,2020-07-21,167.8,2020-08-18,65.55,2020-06-23,73.31,2020-06-23,121.96,,,2020-08-03,61.31,2020-08-25,1053.87,2020-08-07,3939.34,2021-03-11,21.91,,
2020-07-28,178.05,2020-07-22,164.45,2020-08-19,63.7,2020-06-24,75.18,2020-06-24,121.03,,,2020-08-04,61.97,2020-08-26,1041.51,2020-08-10,3943.34,2021-03-12,20.69,,
2020-07-29,181.45,2020-07-23,167.65,2020-08-20,70.35,2020-06-25,74.22,2020-06-25,123.99,,,2020-08-05,60.39,2020-08-27,1043.23,2020-08-11,3968.94,2021-03-15,20.03,,
2020-07-30,182.0,2020-07-24,169.75,2020-08-21,63.3,2020-06-26,73.33,2020-06-26,125.57,,,2020-08-06,59.11,2020-08-28,1032.33,2020-08-12,3962.71,2021-03-16,19.79,,
2020-07-31,182.5,2020-07-27,168.6,2020-08-24,61.8,2020-06-29,73.6,2020-06-29,124.76,,,2020-08-07,59.37,2020-08-31,1050.7,2020-08-13,3974.12,2021-03-17,19.23,,
2020-08-03,182.0,2020-07-28,167.3,2020-08-25,62.6,2020-06-30,73.84,2020-06-30,120.53,,,2020-06-16,56.81,2020-09-01,1056.89,2020-08-14,3915.46,2021-03-18,21.58,,
2020-08-04,181.25,2020-07-29,170.16,2020-08-26,63.6,2020-07-01,73.01,2020-07-01,119.99,,,2020-06-17,56.49,2020-09-02,1056.1,2020-08-17,3913.1,2021-03-19,20.95,,
2020-08-05,181.5,2020-07-30,168.62,2020-08-27,64.4,2020-07-02,71.96,2020-07-02,123.39,,,2020-06-18,55.91,2020-09-03,1058.86,2020-08-18,3940.59,2021-03-22,18.88,,
2020-08-06,180.7,2020-07-31,164.0,2020-08-28,64.0,2020-07-06,70.91,2020-07-06,122.54,,,2020-06-19,55.22,2020-09-04,1058.86,2020-08-19,3910.52,2021-03-23,20.3,,
2020-08-07,180.95,2020-08-03,161.9,2020-08-31,64.0,2020-07-07,70.08,2020-07-07,120.09,,,2020-06-22,56.34,2020-09-07,1071.73,2020-08-20,3889.14,2021-03-24,21.2,,
2020-08-10,181.15,2020-08-04,163.9,2020-09-01,58.38,2020-07-08,71.72,2020-07-08,120.59,,,2020-06-23,56.18,2020-09-08,1066.12,2020-08-21,3909.52,2021-03-25,19.81,,
2020-08-11,179.65,2020-08-05,162.92,2020-09-02,56.7,2020-07-09,73.02,2020-07-09,121.21,,,2020-06-24,57.71,2020-07-02,1063.45,2020-08-24,3974.54,2021-03-26,18.86,,
2020-08-12,180.65,2020-08-06,164.86,2020-09-03,58.16,2020-07-10,71.58,2020-07-10,121.39,,,2020-06-25,57.4,2020-07-03,1062.9,2020-07-02,3971.09,2021-03-29,20.74,,
2020-08-13,182.85,2020-08-07,167.4,2020-09-04,60.06,2020-07-13,72.96,2020-07-13,119.9,,,2020-06-26,56.69,2020-07-06,1056.74,2020-07-06,3958.55,2021-03-30,19.61,,
2020-08-14,186.4,2020-08-10,165.54,2020-09-07,58.52,2020-07-14,72.75,2020-07-14,122.15,,,2020-06-29,55.83,2020-07-07,1064.38,2020-07-07,3972.89,2021-03-31,19.4,,
2020-08-17,185.2,2020-08-11,165.72,2020-09-08,60.82,2020-07-15,73.14,2020-07-15,123.0,,,2020-06-30,57.39,2020-07-08,1065.69,2020-07-08,4019.87,2021-04-01,17.33,,
2020-08-18,179.6,2020-08-12,162.4,2020-05-25,61.1,2020-07-16,72.75,2020-07-16,125.9,,,2020-07-01,56.5,2020-07-09,1072.04,2020-07-09,4077.91,2021-04-05,17.91,,
2020-08-19,179.9,2020-08-13,163.12,2020-05-26,61.42,2020-07-17,72.6,2020-07-17,126.21,,,2020-07-02,56.34,2020-07-10,1085.41,2020-07-10,4073.94,2021-04-06,18.12,,
2020-08-20,180.8,2020-08-14,164.24,2020-05-27,62.3,2020-07-20,72.69,2020-07-20,127.9,,,2020-07-06,56.59,2020-07-13,1077.71,2020-07-13,4079.95,2021-04-07,17.16,,
